E01086,q2r,2018-06-30,DeferredGainsOrLossesOnHedgesNetOfTaxOCI,Consolidated,Duration,JPY,-6,current,5000000
E01086,q2r,2018-06-30,ForeignCurrencyTranslationAdjustmentNetOfTaxOCI,Consolidated,Duration,JPY,-6,current,-78992000000
E01086,q2r,2018-06-30,RemeasurementsOfDefinedBenefitPlansNetOfTaxOCI,Consolidated,Duration,JPY,-6,current,11193000000
E01086,q2r,2018-06-30,ShareOfOtherComprehensiveIncomeOfAssociatesAccountedForUsingEquityMethodOCI,Consolidated,Duration,JPY,-6,current,-104000000
E01086,q2r,2018-06-30,OtherComprehensiveIncome,Consolidated,Duration,JPY,-6,current,-93168000000
E01086,q2r,2018-06-30,ComprehensiveIncome,Consolidated,Duration,JPY,-6,current,45915000000
E01086,q2r,2018-06-30,ComprehensiveIncomeAttributableToOwnersOfTheParent,Consolidated,Duration,JPY,-6,current,44390000000
E01086,q2r,2018-06-30,ComprehensiveIncomeAttributableToNonControllingInterests,Consolidated,Duration,JPY,-6,current,1525000000
E01086,q2r,2018-06-30,IncomeBeforeIncomeTaxes,Consolidated,Duration,JPY,-6,current,190764000000
E01086,q2r,2018-06-30,DepreciationAndAmortizationOpeCF,Consolidated,Duration,JPY,-6,current,98018000000
E01086,q2r,2018-06-30,AmortizationOfGoodwillOpeCF,Consolidated,Duration,JPY,-6,current,2062000000
E01086,q2r,2018-06-30,IncreaseDecreaseInAllowanceForDoubtfulAccountsOpeCF,Consolidated,Duration,JPY,-6,current,5749000000
E01086,q2r,2018-06-30,IncreaseDecreaseInNetDefinedBenefitLiabilityOpeCF,Consolidated,Duration,JPY,-6,current,4856000000
E01086,q2r,2018-06-30,IncreaseDecreaseInProvisionForSalesReturnsOpeCF,Consolidated,Duration,JPY,-6,current,-3603000000
E01086,q2r,2018-06-30,InterestAndDividendsIncomeOpeCF,Consolidated,Duration,JPY,-6,current,-7736000000
E01086,q2r,2018-06-30,InterestExpensesOpeCF,Consolidated,Duration,JPY,-6,current,7226000000
E01086,q2r,2018-06-30,ForeignExchangeLossesGainsOpeCF,Consolidated,Duration,JPY,-6,current,-2057000000
E01086,q2r,2018-06-30,DecreaseIncreaseInNotesAndAccountsReceivableTradeOpeCF,Consolidated,Duration,JPY,-6,current,-19538000000
E01086,q2r,2018-06-30,DecreaseIncreaseInInventoriesOpeCF,Consolidated,Duration,JPY,-6,current,-47314000000
E01086,q2r,2018-06-30,IncreaseDecreaseInNotesAndAccountsPayableTradeOpeCF,Consolidated,Duration,JPY,-6,current,-7623000000
E01086,q2r,2018-06-30,OtherNetOpeCF,Consolidated,Duration,JPY,-6,current,-14548000000
E01086,q2r,2018-06-30,SubtotalOpeCF,Consolidated,Duration,JPY,-6,current,206253000000
E01086,q2r,2018-06-30,InterestAndDividendsIncomeReceivedOpeCFInvCF,Consolidated,Duration,JPY,-6,current,7752000000
E01086,q2r,2018-06-30,InterestExpensesPaidOpeCFFinCF,Consolidated,Duration,JPY,-6,current,-6586000000
E01086,q2r,2018-06-30,IncomeTaxesPaidOpeCF,Consolidated,Duration,JPY,-6,current,-77702000000
E01086,q2r,2018-06-30,NetCashProvidedByUsedInOperatingActivities,Consolidated,Duration,JPY,-6,current,129717000000
E01086,q2r,2018-06-30,PurchaseOfPropertyPlantAndEquipmentInvCF,Consolidated,Duration,JPY,-6,current,-115911000000
E01086,q2r,2018-06-30,ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF,Consolidated,Duration,JPY,-6,current,4708000000
E01086,q2r,2018-06-30,PurchaseOfIntangibleAssetsInvCF,Consolidated,Duration,JPY,-6,current,-2848000000
E01086,q2r,2018-06-30,OtherNetInvCF,Consolidated,Duration,JPY,-6,current,-1578000000
E01086,q2r,2018-06-30,NetCashProvidedByUsedInInvestmentActivities,Consolidated,Duration,JPY,-6,current,-115630000000
E01086,q2r,2018-06-30,IncreaseDecreaseInShortTermBankLoansAndCommercialPapersFinCF,Consolidated,Duration,JPY,-6,current,20359000000
E01086,q2r,2018-06-30,ProceedsFromLongTermLoansPayableFinCF,Consolidated,Duration,JPY,-6,current,8733000000
E01086,q2r,2018-06-30,RepaymentOfLongTermLoansPayableFinCF,Consolidated,Duration,JPY,-6,current,-25993000000
E01086,q2r,2018-06-30,ProceedsFromIssuanceOfBondsFinCF,Consolidated,Duration,JPY,,current,0
E01086,q2r,2018-06-30,RedemptionOfBondsFinCF,Consolidated,Duration,JPY,-6,current,-20000000000
E01086,q2r,2018-06-30,CashDividendsPaidFinCF,Consolidated,Duration,JPY,-6,current,-60113000000
E01086,q2r,2018-06-30,DividendsPaidToNonControllingInterestsFinCF,Consolidated,Duration,JPY,-6,current,-5898000000
E01086,q2r,2018-06-30,OtherNetFinCF,Consolidated,Duration,JPY,-6,current,-727000000
